Gene_Name,TPM_uncorrected,,Global_Frequency,Present_in_Transcripts,Transcript_Length,TPM_corrected_GSB,Fixed Mean (xc),Fixed Standard Deviation (w),Report,,Gene_Name,ratio(corrected/uncorrected),TPM_uncorrected,TPM_corrected_GSB
OSBPL7,43.99189521,,2,"OSBPL7|ENST00000580140.5, OSBPL7|ENST00000007414.8",6890,43.95,60.06,6.54,OK,,,,,
OSBPL8,15.54002117,,10,"OSBPL8|ENST00000549570.5, OSBPL8|ENST00000393249.6, OSBPL8|ENST00000611266.4, OSBPL8|ENST00000393250.8, OSBPL8|ENST00000549646.5, OSBPL8|ENST00000547540.5, OSBPL8|ENST00000553139.5, OSBPL8|ENST00000261183.8, OSBPL8|ENST00000551927.5, OSBPL8|ENST00000550628.5",11083,15.57,35.44,10.25,OK,,,,,
OSBPL9,18.21896618,,1,OSBPL9|ENST00000371714.5,11069,18.77,40.71,8.64,OK,,,,,
OSBPL9P1,0,,1,OSBPL9P1|ENST00000604744.1,1420,0,38.11,7.02,OK,,,,,
OSBPL9P2,0.995195411,,1,OSBPL9P2|ENST00000526582.1,1417,1.32,39.27,7.74,OK,,,,,
OSBPL9P3,0,,1,OSBPL9P3|ENST00000534523.1,546,0,42.82,7.12,OK,,,,,
OSBPL9P4,0.144491729,,1,OSBPL9P4|ENST00000371707.3,1751,0.15,38.07,8.11,OK,,,,,
OSBPL9P5,0,,1,OSBPL9P5|ENST00000542581.1,122,0,N/A,N/A,Not enough distinct GC contents,,,,,
OSCAR,0.64678283,,47,"OSCAR|ENST00000611322.1, OSCAR|ENST00000622843.4, OSCAR|ENST00000614380.4, OSCAR|ENST00000621290.4, OSCAR|ENST00000620647.4, OSCAR|ENST00000612289.4, OSCAR|ENST00000622275.1, OSCAR|ENST00000616227.4, OSCAR|ENST00000622288.4, OSCAR|ENST00000616758.4, OSCAR|ENST00000610985.4, OSCAR|ENST00000358375.9, OSCAR|ENST00000618058.1, OSCAR|ENST00000617187.4, OSCAR|ENST00000614057.1, OSCAR|ENST00000612543.1, OSCAR|ENST00000620283.4, OSCAR|ENST00000613426.4, OSCAR|ENST00000356532.7, OSCAR|ENST00000391760.1, OSCAR|ENST00000618710.4, OSCAR|ENST00000617834.4, OSCAR|ENST00000610577.4, OSCAR|ENST00000613895.1, OSCAR|ENST00000614003.4, OSCAR|ENST00000611789.4, OSCAR|ENST00000615745.1, OSCAR|ENST00000622326.4, OSCAR|ENST00000617140.4, OSCAR|ENST00000284648.10, OSCAR|ENST00000611261.4, OSCAR|ENST00000615074.4, OSCAR|ENST00000359649.8, OSCAR|ENST00000612406.4, OSCAR|ENST00000616461.4, OSCAR|ENST00000611143.4, OSCAR|ENST00000611450.1, OSCAR|ENST00000617993.4, OSCAR|ENST00000612953.4, OSCAR|ENST00000621788.4, OSCAR|ENST00000611535.4, OSCAR|ENST00000619170.4, OSCAR|ENST00000611480.4, OSCAR|ENST00000621328.4, OSCAR|ENST00000617210.4, OSCAR|ENST00000611987.4, OSCAR|ENST00000617622.4",2424,0.59,62.59,10.13,OK,,,,,
OSCP1,1.861847444,,5,"OSCP1|ENST00000356637.9, OSCP1|ENST00000468441.5, OSCP1|ENST00000475160.1, OSCP1|ENST00000433045.6, OSCP1|ENST00000235532.9",2896,1.84,48.16,8.45,OK,,,,,
OSER1,27.25742575,,1,OSER1|ENST00000255174.3,2200,27.84,42.47,9.04,OK,,,,,
OSGEP,16.87583123,,8,"OSGEP|ENST00000553640.3, OSGEP|ENST00000708784.1, OSGEP|ENST00000556439.1, OSGEP|ENST00000708785.1, OSGEP|ENST00000708774.1, OSGEP|ENST00000708782.1, OSGEP|ENST00000206542.9, OSGEP|ENST00000556252.1",5480,17.29,49.08,9.34,OK,,,,,
OSGEPL1,2.871431466,,5,"OSGEPL1|ENST00000522700.5, OSGEPL1|ENST00000517895.5, OSGEPL1|ENST00000518114.1, OSGEPL1|ENST00000264151.10, OSGEPL1|ENST00000519810.5",3874,2.77,38.96,9.35,OK,,,,,
OSGIN1,3.45684365,,1,OSGIN1|ENST00000566667.2,5632,3.46,62.14,6.98,OK,,,,,
OSGIN2,6.685601236,,1,OSGIN2|ENST00000647849.1,4651,6.74,34.35,9.18,OK,,,,,
OSM,0,,1,OSM|ENST00000215781.3,2125,0,60.77,7.57,OK,,,,,
OSMR,9.229083279,,1,OSMR|ENST00000502536.5,7173,9.07,42.21,9.84,OK,,,,,
OSR1,2.267388521,,2,"OSR1|ENST00000498844.1, OSR1|ENST00000272223.3",5228,2.23,57.07,10.25,OK,,,,,
OSR2,1.070269135,,2,"OSR2|ENST00000457907.3, OSR2|ENST00000520791.5",3139,1.17,60.16,11.1,OK,,,,,
OST4,293.8028997,,3,"OST4|ENST00000447619.5, OST4|ENST00000456793.2, OST4|ENST00000429985.1",642,344.04,51.64,11,OK,,,,,
OSTC,56.31690874,,2,"OSTC|ENST00000361564.9, OSTC|ENST00000613215.4",1709,58.3,40.07,11.43,OK,,,,,
OSTCP1,98.45432955,,1,OSTCP1|ENST00000455507.1,842,168.04,53.85,15.28,OK,,,,,
OSTCP2,0,,1,OSTCP2|ENST00000437956.1,395,0,36.43,11.18,OK,,,,,
OSTCP3,4.424815871,,1,OSTCP3|ENST00000593607.1,404,5.46,43.23,9.03,OK,,,,,
OSTCP4,0.814623006,,1,OSTCP4|ENST00000424397.2,835,0.93,40.49,6.03,OK,,,,,
OSTCP5,0.726808101,,1,OSTCP5|ENST00000425293.1,5855,0.65,42.76,8.45,OK,,,,,
OSTCP6,2.704087694,,1,OSTCP6|ENST00000407493.3,408,3.32,39.42,7.72,OK,,,,,
OSTCP8,10.07279927,,1,OSTCP8|ENST00000445117.2,399,23.75,28.04,17.99,OK,,,,,
OSTF1,66.25021893,,1,OSTF1|ENST00000346234.7,1299,71.62,41.09,11.76,OK,,,,,
OSTF1P1,38.85156447,,1,OSTF1P1|ENST00000550242.1,3840,45.51,42.57,12.14,OK,,,,,
OSTM1,7.578303959,,2,"OSTM1|ENST00000699569.1, OSTM1|ENST00000492130.2",14029,7.12,33.35,12.56,OK,,,,,
OSTN,0,,2,"OSTN|ENST00000445281.5, OSTN|ENST00000682035.1",3231,0,30.89,8.67,OK,,,,,
OTC,1.579529643,,1,OTC|ENST00000713758.1,3818,1.64,38.88,9.04,OK,,,,,
OTOA,3.258163674,,1,OTOA|ENST00000646100.2,7806,3.31,51.88,9.04,OK,,,,,
OTOAP1,1.751060194,,1,OTOAP1|ENST00000548889.1,1163,1.8,52.73,9.17,OK,,,,,
OTOF,0.097241907,,3,"OTOF|ENST00000338581.10, OTOF|ENST00000402415.8, OTOF|ENST00000339598.8",8104,0.11,59.89,7.75,OK,,,,,
OTOG,0.034977236,,1,OTOG|ENST00000399397.6,11028,0.04,60.43,6.97,OK,,,,,
OTOGL,0.186387674,,3,"OTOGL|ENST00000547103.7, OTOGL|ENST00000643417.1, OTOGL|ENST00000646859.1",12506,0.2,36.97,8.22,OK,,,,,
OTOL1,0,,1,OTOL1|ENST00000327928.4,1385,0,49.53,9.27,OK,,,,,
OTOP1,0,,1,OTOP1|ENST00000296358.5,1932,0,53.48,13.28,OK,,,,,
OTOP2,78.08860701,,1,OTOP2|ENST00000580223.2,3046,76.31,58.93,7.71,OK,,,,,
OTOP3,1.045969669,,1,OTOP3|ENST00000328801.6,2288,1.18,60.26,8.06,OK,,,,,
OTOR,0,,1,OTOR|ENST00000246081.3,2149,0,38.66,12.68,OK,,,,,
OTOS,0,,2,"OTOS|ENST00000391989.6, OTOS|ENST00000319460.2",596,0,63.73,3.88,OK,,,,,
OTP,0,,1,OTP|ENST00000306422.5,3426,0,60.22,19.3,OK,,,,,
OTUB1,21.49368809,,1,OTUB1|ENST00000301453.7,5687,21.9,58.25,8.95,OK,,,,,
OTUB2,2.275897037,,1,OTUB2|ENST00000617748.3,4895,2.37,51.01,9.31,OK,,,,,
OTUD1,20.50486014,,1,OTUD1|ENST00000376495.5,3254,20.5,N/A,N/A,Unsuitable Fit - Optimal parameters not found: Number of calls to function has reached maxfev = 1000.,,,,,
OTUD3,17.99204494,,1,OTUD3|ENST00000375120.4,6836,18.24,42.48,10.92,OK,,,,,
OTUD4,26.72932,,3,"OTUD4|ENST00000514973.5, OTUD4|ENST00000455611.6, OTUD4|ENST00000454497.6",9575,27.03,37.79,10.27,OK,,,,,
OTUD4P1,10.43476664,,1,OTUD4P1|ENST00000237841.5,3377,10.51,43.28,7.93,OK,,,,,
OTUD5,29.41041926,,6,"OTUD5|ENST00000710073.1, OTUD5|ENST00000376488.8, OTUD5|ENST00000710075.1, OTUD5|ENST00000396743.7, OTUD5|ENST00000710072.1, OTUD5|ENST00000156084.8",3520,28.31,55.97,10.66,OK,,,,,
OTUD6A,52.59602504,,1,OTUD6A|ENST00000338352.3,1674,50.89,57.44,9.54,OK,,,,,
OTUD6B,5.206701865,,3,"OTUD6B|ENST00000617869.4, OTUD6B|ENST00000285420.8, OTUD6B|ENST00000615618.1",3975,5.88,31.67,10.63,OK,,,,,
OTUD7A,2.168719953,,2,"OTUD7A|ENST00000307050.6, OTUD7A|ENST00000560598.2",14487,2.25,55.08,14.04,OK,,,,,
OTUD7B,24.59976633,,1,OTUD7B|ENST00000581312.6,12270,25.15,46.88,11.55,OK,,,,,
OTULIN,16.45528488,,1,OTULIN|ENST00000503023.2,8896,17.22,42.55,13.22,OK,,,,,
OTULINL,30.77085671,,1,OTULINL|ENST00000274217.4,7085,32.3,37.95,10.91,OK,,,,,
OTX1,0,,1,OTX1|ENST00000366671.7,4917,0,61.12,11.87,OK,,,,,
OTX2,0,,5,"OTX2|ENST00000554559.5, OTX2|ENST00000555006.5, OTX2|ENST00000339475.10, OTX2|ENST00000672264.2, OTX2|ENST00000555804.2",3629,0,44.42,11.28,OK,,,,,
OTX2P1,0,,1,OTX2P1|ENST00000450956.2,305,0,50.63,4.11,OK,,,,,
OTX2P2,0,,1,OTX2P2|ENST00000424233.1,638,0,40.21,8.61,OK,,,,,
OVCA2,53.64034115,,1,OVCA2|ENST00000572195.3,982,57.22,59.11,11.72,OK,,,,,
OVCH1,0.068082228,,4,"OVCH1|ENST00000539117.5, OVCH1|ENST00000318184.9, OVCH1|ENST00000696934.1, OVCH1|ENST00000537054.2",6153,0.07,42.08,8.96,OK,,,,,
OVCH2,17.40235921,,3,"OVCH2|ENST00000533663.6, OVCH2|ENST00000612000.1, OVCH2|ENST00000673880.1",7939,15.23,52.55,10.48,OK,,,,,
OVGP1,1.894125235,,1,OVGP1|ENST00000369732.4,2516,1.97,48.62,7.85,OK,,,,,
OVOL1,27.75112859,,1,OVOL1|ENST00000335987.8,3749,27.82,59.84,7.9,OK,,,,,
OVOL2,25.25051406,,2,"OVOL2|ENST00000486776.5, OVOL2|ENST00000494030.1",2149,25.1,55.82,10.26,OK,,,,,
OVOL3,0,,1,OVOL3|ENST00000633214.2,752,0,65.36,5.33,OK,,,,,
OXA1L,49.37088074,,1,OXA1L|ENST00000285848.9,4773,50.16,50.81,10.01,OK,,,,,
OXCT1,33.90571574,,1,OXCT1|ENST00000196371.10,4132,34.91,40.51,8.74,OK,,,,,
OXCT2,6.124571386,,1,OXCT2|ENST00000327582.5,1777,5.86,62.11,8.83,OK,,,,,
OXCT2P1,3.055379492,,1,OXCT2P1|ENST00000447263.1,2286,3.24,57.02,11.31,OK,,,,,
OXER1,7.01282643,,1,OXER1|ENST00000378661.4,1588,6.92,62.26,6.57,OK,,,,,
OXGR1,1.371317496,,2,"OXGR1|ENST00000541038.2, OXGR1|ENST00000543457.6",2710,1.44,39.84,8.35,OK,,,,,
OXLD1,17.60360089,,3,"OXLD1|ENST00000575963.1, OXLD1|ENST00000374741.4, OXLD1|ENST00000571757.1",1830,17.13,65.31,8.23,OK,,,,,
OXNAD1,15.18266957,,1,OXNAD1|ENST00000627468.2,6234,15.65,44.63,10.75,OK,,,,,
OXR1,22.55246457,,1,OXR1|ENST00000521369.2,8760,23.47,37.19,9.55,OK,,,,,
OXSM,7.394307973,,1,OXSM|ENST00000460195.1,2509,7.81,43.51,9.11,OK,,,,,
OXSR1,29.02447826,,1,OXSR1|ENST00000492714.1,6069,30.82,41.84,11.92,OK,,,,,
OXT,0,,1,OXT|ENST00000217386.2,464,0,70.89,7.06,OK,,,,,
OXTR,0.188403613,,3,"OXTR|ENST00000316793.8, OXTR|ENST00000474615.1, OXTR|ENST00000431493.1",4535,0.23,60.72,29.26,OK,,,,,
P2RX1,4.468910664,,3,"P2RX1|ENST00000225538.4, P2RX1|ENST00000572418.1, P2RX1|ENST00000571637.1",3989,4.43,57.97,7.75,OK,,,,,
P2RX2,0.132823118,,1,P2RX2|ENST00000643471.2,2342,0.14,60.6,8.1,OK,,,,,
P2RX3,23.56684948,,1,P2RX3|ENST00000263314.3,4431,20.39,54.85,10.09,OK,,,,,
P2RX4,55.94168139,,7,"P2RX4|ENST00000540930.5, P2RX4|ENST00000359949.11, P2RX4|ENST00000337233.9, P2RX4|ENST00000543984.5, P2RX4|ENST00000499638.6, P2RX4|ENST00000543318.5, P2RX4|ENST00000543430.5",8541,57.56,53.02,10.76,OK,,,,,
P2RX5,7.261239735,,6,"P2RX5|ENST00000552276.5, P2RX5|ENST00000547933.1, P2RX5|ENST00000345901.7, P2RX5|ENST00000697413.1, P2RX5|ENST00000547178.5, P2RX5|ENST00000225328.10",4292,7.35,56,8.77,OK,,,,,
P2RX5-TAX1BP3,67.40100228,,1,P2RX5-TAX1BP3|ENST00000550383.1,5856,70.4,53.15,11.93,OK,,,,,
P2RX6,0.526244386,,1,P2RX6|ENST00000591411.5,4059,0.54,59.23,7.16,OK,,,,,
P2RX6P,0.579051295,,1,P2RX6P|ENST00000450626.1,308,0.71,55.36,6.83,OK,,,,,
P2RX7,10.57460275,,1,P2RX7|ENST00000537312.5,5872,9.04,50.25,8.77,OK,,,,,
P2RY1,22.26995399,,1,P2RY1|ENST00000305097.6,6260,24.62,35.1,13.89,OK,,,,,
P2RY10,2.400833551,,4,"P2RY10|ENST00000475374.5, P2RY10|ENST00000171757.3, P2RY10|ENST00000544091.1, P2RY10|ENST00000461541.5",3621,2.62,40.24,9.48,OK,,,,,
P2RY10BP,0,,1,P2RY10BP|ENST00000416730.2,864,0,41.57,8.38,OK,,,,,
P2RY11,11.88892671,,1,P2RY11|ENST00000321826.5,2089,11.62,64.67,5.54,OK,,,,,
P2RY12,0.983382235,,1,P2RY12|ENST00000302632.4,2286,1.14,35.28,11.19,OK,,,,,
P2RY13,4.877580484,,1,P2RY13|ENST00000325602.6,2716,5.2,37.79,9.88,OK,,,,,
P2RY14,6.084810639,,1,P2RY14|ENST00000309170.8,2884,6.12,37.84,8.03,OK,,,,,
P2RY2,13.63721954,,1,P2RY2|ENST00000393597.7,13422,14.11,54.09,10.45,OK,,,,,
P2RY4,3.247234669,,1,P2RY4|ENST00000374519.4,1990,3.4,55.97,7.19,OK,,,,,
P2RY6,8.343971474,,1,P2RY6|ENST00000393592.7,11066,8.57,56.87,8.22,OK,,,,,
P2RY8,3.900377102,,2,"P2RY8|ENST00000711216.1, P2RY8|ENST00000381297.10",4479,3.89,58.64,10.17,OK,,,,,
P3H1,6.723964567,,1,P3H1|ENST00000397054.7,7098,6.54,55.14,10.07,OK,,,,,
P3H2,10.91131221,,1,P3H2|ENST00000319332.10,5511,10.14,44.69,9.04,OK,,,,,
P3H3,1.483837258,,1,P3H3|ENST00000290510.10,5009,1.38,61.98,6.5,OK,,,,,
P3H4,24.70526697,,1,P3H4|ENST00000355468.7,3838,23.58,60.66,8.71,OK,,,,,
P3R3URF,0,,1,P3R3URF|ENST00000506599.2,356,0,47.91,14.61,OK,,,,,
P3R3URF-PIK3R3,6.737130019,,1,P3R3URF-PIK3R3|ENST00000540385.2,1504,7.26,42.68,10.09,OK,,,,,
P4HA1,32.67346516,,5,"P4HA1|ENST00000394890.7, P4HA1|ENST00000440381.5, P4HA1|ENST00000263556.3, P4HA1|ENST00000307116.6, P4HA1|ENST00000373008.7",3130,32.49,38.65,7.51,OK,,,,,
P4HA2,73.60769983,,3,"P4HA2|ENST00000166534.8, P4HA2|ENST00000360568.8, P4HA2|ENST00000379104.7",10441,66.81,49.53,9.79,OK,,,,,
P4HA3,0.479923482,,1,P4HA3|ENST00000540363.1,4131,0.43,51.73,6.87,OK,,,,,
P4HB,72.9038996,,45,"P4HB|ENST00000680083.1, P4HB|ENST00000571617.2, P4HB|ENST00000681515.1, P4HB|ENST00000576390.6, P4HB|ENST00000466567.3, P4HB|ENST00000680259.1, P4HB|ENST00000680191.1, P4HB|ENST00000681760.1, P4HB|ENST00000680799.1, P4HB|ENST00000680559.1, P4HB|ENST00000680884.1, P4HB|ENST00000576052.2, P4HB|ENST00000576541.2, P4HB|ENST00000574914.2, P4HB|ENST00000679366.1, P4HB|ENST00000573778.7, P4HB|ENST00000680732.1, P4HB|ENST00000679470.1, P4HB|ENST00000679628.1, P4HB|ENST00000680076.1, P4HB|ENST00000331483.9, P4HB|ENST00000680416.1, P4HB|ENST00000570907.6, P4HB|ENST00000679455.1, P4HB|ENST00000575069.6, P4HB|ENST00000576380.6, P4HB|ENST00000681933.1, P4HB|ENST00000681030.1, P4HB|ENST00000439918.7, P4HB|ENST00000680914.1, P4HB|ENST00000680593.1, P4HB|ENST00000679396.1, P4HB|ENST00000681420.1, P4HB|ENST00000680847.1, P4HB|ENST00000681031.1, P4HB|ENST00000681161.1, P4HB|ENST00000680208.1, P4HB|ENST00000680846.1, P4HB|ENST00000679688.1, P4HB|ENST00000681566.1, P4HB|ENST00000467086.6, P4HB|ENST00000680909.1, P4HB|ENST00000681020.1, P4HB|ENST00000680105.1, P4HB|ENST00000415593.6",22298,74.62,52.96,12.99,OK,,,,,
P4HTM,21.46606209,,1,P4HTM|ENST00000343546.8,7954,21.29,58.35,8.59,OK,,,,,
PA2G4,36.53060768,,1,PA2G4|ENST00000552766.5,3763,37.13,45.29,8.81,OK,,,,,
PA2G4P1,7.644922259,,1,PA2G4P1|ENST00000442248.1,1148,8.64,44.04,7.06,OK,,,,,
PA2G4P2,7.037626557,,1,PA2G4P2|ENST00000414718.1,1151,7.4,44.43,7.17,OK,,,,,
PA2G4P3,0,,1,PA2G4P3|ENST00000577406.1,1095,0,43.06,7.61,OK,,,,,
PA2G4P4,21.55080137,,1,PA2G4P4|ENST00000473864.1,1133,22.32,45,8.17,OK,,,,,
PA2G4P5,9.004273282,,1,PA2G4P5|ENST00000418595.1,1129,9.8,44.13,7.27,OK,,,,,
PA2G4P6,6.618855188,,1,PA2G4P6|ENST00000438325.2,1148,7.1,44.64,7.3,OK,,,,,
PAAF1,11.96833856,,1,PAAF1|ENST00000541951.5,8251,10.62,47.4,9.78,OK,,,,,
PABIR1,19.48386515,,1,PABIR1|ENST00000394264.7,5453,20.25,37.78,10.66,OK,,,,,
PABIR2,20.51763247,,2,"PABIR2|ENST00000370790.5, PABIR2|ENST00000343004.10",4590,20.37,41.15,12.34,OK,,,,,
PABIR3,16.73665411,,1,PABIR3|ENST00000645288.1,8655,15.94,42.9,13.19,OK,,,,,
PABPC1,184.9621848,,31,"PABPC1|ENST00000677140.1, PABPC1|ENST00000677892.1, PABPC1|ENST00000679197.1, PABPC1|ENST00000522658.6, PABPC1|ENST00000676662.1, PABPC1|ENST00000522387.5, PABPC1|ENST00000678954.1, PABPC1|ENST00000676976.1, PABPC1|ENST00000519004.5, PABPC1|ENST00000678822.1, PABPC1|ENST00000677478.1, PABPC1|ENST00000677380.1, PABPC1|ENST00000318607.10, PABPC1|ENST00000678290.1, PABPC1|ENST00000677787.1, PABPC1|ENST00000677775.1, PABPC1|ENST00000678709.1, PABPC1|ENST00000521865.6, PABPC1|ENST00000523555.6, PABPC1|ENST00000677285.1, PABPC1|ENST00000517990.5, PABPC1|ENST00000522720.2, PABPC1|ENST00000518293.5, PABPC1|ENST00000610907.2, PABPC1|ENST00000519100.6, PABPC1|ENST00000520142.2, PABPC1|ENST00000677765.1, PABPC1|ENST00000520804.2, PABPC1|ENST00000523636.5, PABPC1|ENST00000520868.5, PABPC1|ENST00000676655.1",10687,194.28,42.7,12.38,OK,,,,,
PABPC1L,17.32618057,,2,"PABPC1L|ENST00000217073.7, PABPC1L|ENST00000255136.8",5914,18.1,55.21,10.13,OK,,,,,
PABPC1L2A,0,,1,PABPC1L2A|ENST00000373519.1,2188,0,49.58,12.33,OK,,,,,
PABPC1L2B,0,,1,PABPC1L2B|ENST00000373521.4,3119,0,50.69,20.69,OK,,,,,
PABPC1P1,9.863996942,,1,PABPC1P1|ENST00000506347.2,542,6.72,48,5.4,OK,,,,,
PABPC1P10,15.58190789,,1,PABPC1P10|ENST00000464731.1,1135,5.56,42.55,10.63,OK,,,,,
PABPC1P11,0.173470155,,1,PABPC1P11|ENST00000428966.1,3443,0.13,41.46,10.91,OK,,,,,
PABPC1P12,0,,2,"PABPC1P12|ENST00000428454.1, PABPC1P12|ENST00000673614.1",2126,0,41.54,7.96,OK,,,,,
PABPC1P13,0,,1,PABPC1P13|ENST00000565427.2,1636,0,40.22,6.77,OK,,,,,
PABPC1P2,0.318796425,,1,PABPC1P2|ENST00000471997.1,2537,0.3,41.91,7.64,OK,,,,,
PABPC1P3,5.340974474,,1,PABPC1P3|ENST00000469174.1,570,5.37,44.52,4.86,OK,,,,,
PABPC1P4,35.37745443,,1,PABPC1P4|ENST00000539977.1,1826,32.56,43.91,8.68,OK,,,,,
PABPC1P5,0,,1,PABPC1P5|ENST00000603738.1,1627,0,39.5,7.3,OK,,,,,
PABPC1P6,0,,1,PABPC1P6|ENST00000445594.1,1780,0,40.27,6.7,OK,,,,,
PABPC1P7,0.296819686,,1,PABPC1P7|ENST00000413177.2,2641,0.28,42.79,6.04,OK,,,,,
PABPC1P8,1.654169735,,2,"PABPC1P8|ENST00000633872.1, PABPC1P8|ENST00000452851.1",6800,1.59,43.25,8.81,OK,,,,,
PABPC1P9,0,,2,"PABPC1P9|ENST00000426076.1, PABPC1P9|ENST00000673525.1",1563,0,39.92,6.3,OK,,,,,
PABPC3,63.03306495,,1,PABPC3|ENST00000281589.5,3070,76.72,39.37,14.25,OK,,,,,
PABPC4,31.97440453,,1,PABPC4|ENST00000677006.1,11165,32.49,47.59,12.43,OK,,,,,
PABPC4L,0.299139763,,1,PABPC4L|ENST00000421491.4,4936,0.48,23.47,17.7,OK,,,,,
PABPC5,0.434501447,,1,PABPC5|ENST00000373105.1,3446,0.51,36.94,18.12,OK,,,,,
PABPN1,66.71574592,,2,"PABPN1|ENST00000216727.9, PABPN1|ENST00000397276.6",3822,70.2,52.07,12.24,OK,,,,,
PABPN1L,0.060904893,,3,"PABPN1L|ENST00000419291.7, PABPN1L|ENST00000411789.6, PABPN1L|ENST00000547152.1",1362,0.05,65.4,9.76,OK,,,,,
PABPN1P1,24.25763977,,1,PABPN1P1|ENST00000391782.2,383,38.8,46.42,10.27,OK,,,,,
PABPN1P2,2.738622037,,1,PABPN1P2|ENST00000536597.2,836,4.36,52.44,23.27,OK,,,,,
PACC1,1.995879885,,3,"PACC1|ENST00000261455.9, PACC1|ENST00000471937.1, PACC1|ENST00000535273.2",3007,1.99,49.93,11.37,OK,,,,,
PACRG,0.502935127,,2,"PACRG|ENST00000337019.7, PACRG|ENST00000366889.6",2606,0.49,46.39,8.87,OK,,,,,
PACRGL,10.49148738,,1,PACRGL|ENST00000471979.6,9418,10.77,40.5,10.3,OK,,,,,
PACS1,8.207298915,,1,PACS1|ENST00000320580.9,9715,8.26,54.75,10.25,OK,,,,,
PACS2,15.24108106,,1,PACS2|ENST00000430725.6,14314,15.21,62.14,8.48,OK,,,,,
PACSIN1,0.258516841,,1,PACSIN1|ENST00000620693.4,4749,0.25,60.54,7.77,OK,,,,,
PACSIN2,109.2565515,,7,"PACSIN2|ENST00000403744.7, PACSIN2|ENST00000407585.5, PACSIN2|ENST00000507586.1, PACSIN2|ENST00000337959.8, PACSIN2|ENST00000263246.8, PACSIN2|ENST00000634914.1, PACSIN2|ENST00000402229.5",6062,107.27,54.59,10.17,OK,,,,,
PACSIN3,0.551811804,,4,"PACSIN3|ENST00000298838.11, PACSIN3|ENST00000530513.5, PACSIN3|ENST00000528201.1, PACSIN3|ENST00000532457.5",2984,0.55,63.01,6.73,OK,,,,,
PADI1,0.430261916,,2,"PADI1|ENST00000375471.5, PADI1|ENST00000631074.2",4897,0.42,56.14,7.31,OK,,,,,
PADI2,233.8586802,,2,"PADI2|ENST00000375486.9, PADI2|ENST00000707396.1",5993,230.01,53.92,8.68,OK,,,,,
PADI3,0.126806315,,2,"PADI3|ENST00000625769.1, PADI3|ENST00000375460.3",3140,0.14,55.54,7.84,OK,,,,,
PADI4,2.359094104,,2,"PADI4|ENST00000626048.2, PADI4|ENST00000375453.5",2915,1.88,57.57,6.38,OK,,,,,
PADI6,0,,2,"PADI6|ENST00000619609.1, PADI6|ENST00000625380.1",2347,0,54.47,6.46,OK,,,,,
PAEP,0.252404703,,2,"PAEP|ENST00000479141.6, PAEP|ENST00000371768.7",1824,0.3,56.88,7.92,OK,,,,,
PAEPP1,0,,1,PAEPP1|ENST00000434190.1,477,0,59.7,5.99,OK,,,,,
PAF1,15.98835468,,5,"PAF1|ENST00000597365.1, PAF1|ENST00000416728.3, PAF1|ENST00000221265.8, PAF1|ENST00000598127.1, PAF1|ENST00000595564.5",3141,16.42,55.39,10.83,OK,,,,,
PAFAH1B1,46.9202542,,1,PAFAH1B1|ENST00000576586.6,15568,47.63,39.54,10.83,OK,,,,,
PAFAH1B1P1,10.35037509,,1,PAFAH1B1P1|ENST00000398171.3,888,11.5,43.47,5.03,OK,,,,,
PAFAH1B1P2,10.30294663,,1,PAFAH1B1P2|ENST00000449539.1,1192,10.72,42.21,5.59,OK,,,,,
PAFAH1B2,36.4697665,,1,PAFAH1B2|ENST00000419197.6,7215,34.25,43.56,9.11,OK,,,,,
PAFAH1B2P1,1.938141696,,1,PAFAH1B2P1|ENST00000438281.1,642,2.34,45.39,6.31,OK,,,,,
PAFAH1B2P2,0,,1,PAFAH1B2P2|ENST00000554613.1,638,0,43.73,7.08,OK,,,,,
PAFAH1B3,19.45853026,,3,"PAFAH1B3|ENST00000262890.8, PAFAH1B3|ENST00000538771.5, PAFAH1B3|ENST00000601865.5",1598,20.03,60.42,7.71,OK,,,,,
PAFAH2,38.26793307,,1,PAFAH2|ENST00000374282.8,3921,39.87,51.19,8.56,OK,,,,,
PAG1,56.85119831,,1,PAG1|ENST00000220597.4,11018,60.78,38.92,14.01,OK,,,,,
PAGE1,0,,1,PAGE1|ENST00000376150.4,610,0,52.45,9.15,OK,,,,,
PAGE2,0,,1,PAGE2|ENST00000374968.9,648,0,46.72,4.53,OK,,,,,
PAGE2B,0,,1,PAGE2B|ENST00000374971.2,538,0,47.06,4.07,OK,,,,,
PAGE3,0,,1,PAGE3|ENST00000374951.6,824,0,52.19,11.09,OK,,,,,
PAGE4,0,,1,PAGE4|ENST00000715210.1,2288,0,45.21,10.77,OK,,,,,
PAGE5,0,,2,"PAGE5|ENST00000289619.9, PAGE5|ENST00000374955.8",798,0,47.49,6.55,OK,,,,,
PAGR1,28.26889872,,1,PAGR1|ENST00000320330.8,3825,29.11,56.44,11.88,OK,,,,,
PAH,0,,2,"PAH|ENST00000307000.7, PAH|ENST00000553106.6",7539,0,43.65,10.8,OK,,,,,
PAICS,30.82345879,,1,PAICS|ENST00000514888.5,7558,33.17,41.27,9.47,OK,,,,,
PAICSP1,0.36575787,,1,PAICSP1|ENST00000425324.2,1168,0.46,40.46,6.48,OK,,,,,
PAICSP2,0,,1,PAICSP2|ENST00000429118.1,1101,0,41.85,5.15,OK,,,,,
